4480495 2.85217 3.18516 10.4615 9.72097 -0.388615 8.09225 26.2198
4480505 2.78261 3.23187 10.4511 9.73968 -0.25008 8.11457 26.2052
4480515 2.78261 3.15714 10.4406 9.77711 -0.27619 8.1877 26.1575
4480536 2.78261 3.15714 10.4406 9.77711 -0.27619 8.1877 26.1575
4480536 2.72174 3.11978 10.4615 9.71161 -0.33816 8.26359 26.0147
4480545 2.75652 3.11044 10.4092 9.73968 -0.303307 8.23456 26.0159
4480557 2.75652 3.11044 10.4092 9.73968 -0.303307 8.23456 26.0159
4480568 2.76522 3.11978 10.3151 9.70226 -0.249259 8.18402 25.9023
4480576 2.76522 3.11978 10.2418 9.64612 -0.233929 8.1498 25.773
4480588 2.76522 3.1011 10.2418 9.64612 -0.252233 8.16659 25.7543
4480596 2.81739 3.20385 10.1268 9.62741 -0.109509 7.99188 25.7754
4480610 2.81739 3.20385 10.1268 9.62741 -0.109509 7.99188 25.7754
4480616 2.85217 3.13846 10.1058 9.67419 -0.141022 8.02622 25.7707
4480626 2.82609 3.24121 10.0745 9.74904 0.0866115 7.96974 25.8908
4480636 2.82609 3.24121 10.0745 9.74904 0.0866115 7.96974 25.8908
4480648 2.83478 3.24121 10.0849 9.73032 0.0500441 7.95979 25.8912
4480666 2.82609 3.25055 10.0222 9.77711 0.173342 7.95487 25.8759
4480677 2.77391 3.23187 9.99077 9.83324 0.290775 8.02459 25.8298
4480688 2.77391 3.23187 9.99077 9.83324 0.290775 8.02459 25.8298
4480698 2.81739 3.30659 9.93846 9.80517 0.343978 7.8977 25.8676
4480710 2.86087 3.37198 9.792 9.77711 0.480792 7.75305 25.802
4480719 2.86087 3.37198 9.792 9.77711 0.480792 7.75305 25.802
4480728 2.91304 3.41868 9.656 9.74904 0.581536 7.61944 25.7368
4480738 2.95652 3.41868 9.57231 9.77711 0.648168 7.56525 25.7246
4480749 2.95652 3.41868 9.57231 9.77711 0.648168 7.56525 25.7246
4480759 3.01739 3.49341 9.61415 9.71161 0.554907 7.44002 25.8366
4480769 3.01739 3.49341 9.61415 9.71161 0.554907 7.44002 25.8366
4480781 3.02609 3.50275 9.55138 9.72097 0.626177 7.40868 25.8012
4480789 3.08696 3.4467 9.56185 9.64612 0.431228 7.38549 25.7416
4480799 3.08696 3.4467 9.56185 9.64612 0.431228 7.38549 25.7416
4480809 3.10435 3.48407 9.59323 9.65548 0.427642 7.35006 25.8371
4480819 3.16522 3.49341 9.62462 9.64612 0.33716 7.29604 25.9294
4480830 3.16522 3.49341 9.62462 9.64612 0.33716 7.29604 25.9294
4480841 3.1913 3.51209 9.69785 9.58063 0.195873 7.25992 25.9819
4480850 3.1913 3.51209 9.69785 9.58063 0.195873 7.25992 25.9819
4480862 3.2 3.54011 9.67692 9.50578 0.16295 7.19979 25.9228
4480870 3.17391 3.53077 9.71877 9.44964 0.0847697 7.22588 25.8731
4480880 3.17391 3.53077 9.71877 9.44964 0.0847697 7.22588 25.8731
4480890 3.1913 3.54945 9.73969 9.39351 0.0115544 7.18431 25.874
4480901 3.2087 3.50275 9.70831 9.34673 -0.0655204 7.18584 25.7665
4480920 3.27826 3.54945 9.64554 9.26252 -0.108631 7.04098 25.7358
4480932 3.27826 3.54945 9.64554 9.26252 -0.108631 7.04098 25.7358
4480940 3.29565 3.54945 9.54092 9.14089 -0.143214 6.95543 25.5269
4480952 3.36522 3.59615 9.40492 9.06604 -0.10611 6.78836 25.4323
4480961 3.36522 3.59615 9.40492 9.06604 -0.10611 6.78836 25.4323
4480971 3.45217 3.75495 9.30031 8.85085 -0.144613 6.47365 25.3583
4480981 3.5913 3.92308 9.17477 8.76665 -0.0749826 6.1442 25.4558
4480993 3.5913 3.92308 9.17477 8.76665 -0.0749826 6.1442 25.4558
4481003 3.73913 4.23132 9.05969 8.64502 0.0754774 5.68697 25.6752
4481014 3.76522 4.19396 8.96554 8.55146 0.0143856 5.62751 25.4762
4481023 3.76522 4.19396 8.96554 8.55146 0.0143856 5.62751 25.4762
4481034 3.90435 4.34341 8.96554 8.56081 0.0333041 5.39995 25.7741
4481043 3.90435 4.34341 8.96554 8.56081 0.0333041 5.39995 25.7741
4481054 3.96522 4.46484 8.88185 8.47661 0.0914961 5.19324 25.7885
4481063 3.9913 4.51154 8.79815 8.48597 0.201696 5.10797 25.787
4481073 3.9913 4.51154 8.79815 8.48597 0.201696 5.10797 25.787
4481083 4.08696 4.66099 8.68308 8.33627 0.220457 4.81505 25.7673
4481095 4.10435 4.62363 8.64123 8.39241 0.262454 4.83607 25.7616
4481114 4.06957 4.64231 8.63077 8.42047 0.351709 4.85541 25.7631
4481124 4.06957 4.64231 8.63077 8.42047 0.351709 4.85541 25.7631
4481134 4.06087 4.55824 8.53662 8.39241 0.345585 4.87897 25.5481
4481144 4.04348 4.48352 8.62031 8.49532 0.307158 5.02404 25.6426
4481154 4.04348 4.48352 8.62031 8.49532 0.307158 5.02404 25.6426
4481173 3.96522 4.47418 8.55754 8.59824 0.536877 5.10822 25.5952
4481175 3.90435 4.39011 8.66215 8.74794 0.555879 5.31947 25.7045
4481185 3.90435 4.39011 8.66215 8.74794 0.555879 5.31947 25.7045
4481196 3.7913 4.27802 8.77723 8.83214 0.52731 5.57274 25.6787
4481216 3.73043 4.10055 8.85046 9.00055 0.506389 5.85237 25.682
4481225 3.64348 4.04451 9.03877 9.06604 0.415134 6.05799 25.7928
4481236 3.64348 4.04451 9.03877 9.06604 0.415134 6.05799 25.7928
4481246 3.54783 3.92308 9.18523 9.24381 0.418755 6.34643 25.8999
4481255 3.38261 3.83901 9.36308 9.34673 0.424245 6.64532 25.9314
4481265 3.38261 3.83901 9.36308 9.34673 0.424245 6.64532 25.9314
4481275 3.32174 3.75495 9.46769 9.41222 0.363812 6.82094 25.9566
4481286 3.32174 3.75495 9.46769 9.41222 0.363812 6.82094 25.9566
4481297 3.2 3.70824 9.50954 9.43093 0.415528 6.9823 25.8487
4481306 3.15652 3.60549 9.52 9.32801 0.250864 7.07887 25.61
4481316 3.15652 3.60549 9.52 9.32801 0.250864 7.07887 25.61
4481326 3.10435 3.63352 9.48862 9.33737 0.369588 7.0929 25.5638
4481336 3.06957 3.55879 9.64554 9.41222 0.24907 7.25843 25.6861
4481348 3.06957 3.55879 9.64554 9.41222 0.24907 7.25843 25.6861
4481356 3.04348 3.6522 9.66646 9.37479 0.307974 7.19525 25.7369
4481366 3.04348 3.6522 9.66646 9.37479 0.307974 7.19525 25.7369
4481376 3.04348 3.55879 9.71877 9.44029 0.229833 7.31142 25.7613
4481388 3.05217 3.57747 9.83385 9.459 0.145096 7.32753 25.9225
4481397 3.05217 3.57747 9.83385 9.459 0.145096 7.32753 25.9225
4481410 3.04348 3.56813 9.73969 9.36544 0.146207 7.28719 25.7167
4481416 3.06957 3.52143 9.75015 9.29059 -0.00751168 7.28574 25.6317
4481426 3.06957 3.52143 9.75015 9.29059 -0.00751168 7.28574 25.6317
4481436 3.09565 3.56813 9.792 9.3093 -0.00991374 7.24091 25.7651
4481447 3.09565 3.56813 9.792 9.3093 -0.00991374 7.24091 25.7651
4481455 3.01739 3.56813 9.792 9.34673 0.102496 7.31986 25.7242
4481467 3.09565 3.57747 9.72923 9.32801 0.0783145 7.21955 25.7304
4481476 3.09565 3.57747 9.72923 9.32801 0.0783145 7.21955 25.7304
4481488 3.13913 3.59615 9.77108 9.29994 -0.0136659 7.17019 25.8063
4481506 3.14783 3.62418 9.69785 9.37479 0.148287 7.13918 25.8446
4481516 3.16522 3.70824 9.63508 9.32801 0.228322 7.01891 25.8365
4481536 3.25217 3.68022 9.56185 9.31866 0.179034 6.9431 25.8129
4481547 3.22609 3.75495 9.37354 9.38415 0.523984 6.86319 25.7387
4481567 3.41739 3.82033 9.19569 9.24381 0.439158 6.5438 25.6772
4481586 3.50435 3.93242 8.92369 9.15025 0.641519 6.25454 25.5107
4481596 3.6 4.06319 8.77723 8.90699 0.584817 5.93021 25.3474
4481608 3.6 4.06319 8.77723 8.90699 0.584817 5.93021 25.3474
4481619 3.81739 4.26868 8.37969 8.71987 0.785631 5.36823 25.1856
4481628 4.07826 4.57692 8.09723 8.43919 0.834221 4.69277 25.1916
4481638 4.07826 4.57692 8.09723 8.43919 0.834221 4.69277 25.1916
4481648 4.4087 4.83846 7.72062 8.16786 0.872278 3.96329 25.1356
4481660 4.4087 4.83846 7.72062 8.16786 0.872278 3.96329 25.1356
4481668 4.73913 5.1467 7.38585 7.94331 0.956813 3.23815 25.215
4481678 4.95652 5.52033 7.27077 7.81233 1.08115 2.7032 25.5599
4481688 4.95652 5.52033 7.27077 7.81233 1.08115 2.7032 25.5599
4481698 5.22609 5.76319 6.98831 7.52229 1.05009 2.07138 25.4999
4481708 5.55652 6.17418 6.64308 7.17611 1.12593 1.22613 25.5499
4481718 5.55652 6.17418 6.64308 7.17611 1.12593 1.22613 25.5499
4481728 5.93043 6.59451 6.29785 6.68024 1.02583 0.266526 25.503
4481748 6.22609 6.94011 5.78523 6.14695 1.07152 -0.73751 25.0984
4481758 6.53913 7.44451 5.36677 5.623 1.16285 -1.79823 24.9734
4481771 6.53913 7.44451 5.36677 5.623 1.16285 -1.79823 24.9734
4481780 6.78261 7.79945 4.83323 5.18327 1.38918 -2.78404 24.5986
4481789 7.0087 8.18242 4.42523 4.74353 1.53123 -3.70836 24.3599
4481799 7.0087 8.18242 4.42523 4.74353 1.53123 -3.70836 24.3599
4481809 7.28696 8.61209 4.13231 4.35993 1.59151 -4.55499 24.3913
4481819 7.50435 8.91099 3.93354 3.99505 1.50772 -5.22928 24.3439
4481830 7.50435 8.91099 3.93354 3.99505 1.50772 -5.22928 24.3439
4481840 7.66087 9.20055 3.68246 3.75179 1.65565 -5.82028 24.2957
4481850 7.66087 9.20055 3.68246 3.75179 1.65565 -5.82028 24.2957
4481860 7.7913 9.46209 3.58831 3.50853 1.63346 -6.25655 24.3502
4481870 7.93043 9.65824 3.45231 3.33077 1.64767 -6.65049 24.3717
4481882 7.93043 9.65824 3.45231 3.33077 1.64767 -6.65049 24.3717
4481890 7.92174 9.80769 3.37908 3.24656 1.79987 -6.8387 24.3551
4481902 7.91304 9.77033 3.48369 3.18107 1.59628 -6.78817 24.3481
4481911 7.91304 9.77033 3.48369 3.18107 1.59628 -6.78817 24.3481
4481923 7.86957 9.74231 3.46277 3.22785 1.68483 -6.74082 24.3025
4481931 7.86957 9.74231 3.46277 3.22785 1.68483 -6.74082 24.3025
4481941 7.87826 9.70494 3.51508 3.09686 1.45532 -6.80174 24.1951
4481951 7.85217 9.67692 3.55692 3.16236 1.47451 -6.68693 24.2484
4481961 7.85217 9.67692 3.55692 3.16236 1.47451 -6.68693 24.2484
4481971 7.95652 9.78901 3.672 3.20914 1.39039 -6.61746 24.6267
4481984 7.93913 9.8544 3.81846 3.27463 1.37768 -6.44951 24.8866
4481990 7.93913 9.8544 3.81846 3.27463 1.37768 -6.44951 24.8866
4482001 7.96522 9.88242 3.84985 3.34948 1.41417 -6.37701 25.047
4482011 7.96522 9.88242 3.84985 3.34948 1.41417 -6.37701 25.047
4482023 7.98261 9.93846 3.79754 3.33077 1.48614 -6.4629 25.0494
4482031 7.95652 10.0692 3.73477 3.29334 1.66769 -6.5844 25.0539
4482042 7.95652 10.0692 3.73477 3.29334 1.66769 -6.5844 25.0539
4482053 7.9913 10.144 3.63015 3.25592 1.7769 -6.74376 25.0213
4482061 8.04348 10.144 3.51508 3.25592 1.84438 -6.86127 24.9584
4482072 8.04348 10.1533 3.51508 3.18107 1.78345 -6.93006 24.8929
4482082 8.06087 10.2654 3.46277 3.14364 1.89048 -7.0509 24.9327
4482091 8.06087 10.2654 3.46277 3.14364 1.89048 -7.0509 24.9327
4482102 8.16522 10.3775 3.35815 3.08751 1.94251 -7.2616 24.9884
4482111 8.29565 10.5082 3.28492 2.99395 1.91527 -7.49022 25.0828
4482131 8.46957 10.6484 3.13846 2.92845 1.95433 -7.77313 25.1848
4482143 8.46957 10.6484 3.13846 2.92845 1.95433 -7.77313 25.1848
4482151 8.44348 10.6577 3.05477 2.76004 1.92596 -7.99869 24.916
4482162 8.47826 10.6857 2.97108 2.71326 1.96154 -8.13715 24.8483
4482171 8.47826 10.6857 2.97108 2.71326 1.96154 -8.13715 24.8483
4482182 8.47826 10.639 2.856 2.61035 1.94753 -8.32928 24.5836
4482191 8.31304 10.5082 2.79323 2.61035 2.07671 -8.30822 24.2249
4482211 8.33043 10.5176 2.73046 2.57292 2.10092 -8.41233 24.1514
4482222 8.33043 10.5176 2.73046 2.57292 2.10092 -8.41233 24.1514
4482232 8.25217 10.4615 2.72 2.49807 2.07615 -8.45882 23.9318
4482242 8.27826 10.5082 2.81415 2.48872 1.97654 -8.396 24.0894
4482251 8.27826 10.5082 2.81415 2.48872 1.97654 -8.396 24.0894
4482263 8.45217 10.6297 2.80369 2.54485 1.96339 -8.4321 24.4304
4482273 8.6087 10.7324 2.81415 2.5355 1.86817 -8.50002 24.6908
4482283 8.6087 10.7324 2.81415 2.5355 1.86817 -8.50002 24.6908
4482293 8.76522 10.7978 2.81415 2.47001 1.69882 -8.62001 24.8472
4482303 8.75652 10.8352 2.88738 2.46065 1.6559 -8.56685 24.9397
4482314 8.75652 10.8352 2.88738 2.46065 1.6559 -8.56685 24.9397
4482324 8.77391 10.7791 2.91877 2.51679 1.60396 -8.47436 24.9886
4482334 8.77391 10.7791 2.91877 2.51679 1.60396 -8.47436 24.9886
4482344 8.86957 10.7418 2.91877 2.41387 1.37036 -8.58646 24.944
4482354 8.85217 10.7604 2.91877 2.39516 1.38873 -8.6045 24.9265
4482364 8.85217 10.7604 2.91877 2.39516 1.38873 -8.6045 24.9265
4482374 8.83478 10.7418 2.96062 2.32966 1.28286 -8.61767 24.8668
4482386 8.83478 10.7418 2.96062 2.32966 1.28286 -8.61767 24.8668
4482393 8.83478 10.5736 2.89785 2.36709 1.22408 -8.59843 24.6733
4482404 8.86957 10.4429 2.83508 2.31095 1.0724 -8.68804 24.4585
4482414 8.86957 10.4429 2.83508 2.31095 1.0724 -8.68804 24.4585
4482424 8.93913 10.4335 2.77231 2.24546 0.991717 -8.82819 24.3904
4482434 9.0087 10.3775 2.80369 2.19868 0.782913 -8.84665 24.3885
4482451 9.0087 10.3775 2.80369 2.19868 0.782913 -8.84665 24.3885
4482455 9.11304 10.3121 2.77231 2.24546 0.687513 -8.84144 24.4429
4482465 9.06956 10.3308 2.75138 2.13319 0.661942 -8.96592 24.2849
4482475 9.06956 10.3308 2.75138 2.13319 0.661942 -8.96592 24.2849
4482485 9.12174 10.3214 2.78277 2.11447 0.545794 -8.96406 24.3404
4482495 9.12174 10.3214 2.78277 2.11447 0.545794 -8.96406 24.3404
4482505 9.1913 10.3308 2.73046 2.12383 0.546467 -9.02582 24.3764
4482515 9.24348 10.2747 2.66769 2.09576 0.472903 -9.11475 24.2817
4482525 9.24348 10.2747 2.66769 2.09576 0.472903 -9.11475 24.2817
4482537 9.28696 10.3962 2.65723 2.11447 0.579068 -9.1463 24.4548
4482545 9.28696 10.3962 2.65723 2.11447 0.579068 -9.1463 24.4548
4482557 9.33913 10.3121 2.60492 2.14254 0.523162 -9.16264 24.3987
4482565 9.45217 10.4148 2.63631 2.13319 0.466323 -9.19216 24.6365
4482585 9.53913 10.583 2.64677 2.13319 0.532341 -9.24149 24.9021
4482596 9.56522 10.7418 2.57354 2.05834 0.662962 -9.42812 24.9389
4482607 9.56522 10.7418 2.57354 2.05834 0.662962 -9.42812 24.9389
4482615 9.5913 10.7698 2.59446 2.05834 0.641996 -9.41974 25.0139
4482625 9.5913 10.7698 2.59446 2.05834 0.641996 -9.41974 25.0139
4482635 9.51304 10.6764 2.52123 2.03027 0.67941 -9.481 24.7409
4482646 9.49565 10.7231 2.50031 2.01156 0.746721 -9.52678 24.7306
4482656 9.49565 10.7231 2.50031 2.01156 0.746721 -9.52678 24.7306
4482666 9.43478 10.7324 2.47938 1.92735 0.758529 -9.62023 24.5739
4482677 9.46087 10.6577 2.52123 1.89928 0.585675 -9.59574 24.5391
4482686 9.46087 10.6577 2.52123 1.89928 0.585675 -9.59574 24.5391
4482696 9.45217 10.7698 2.40615 1.918 0.844786 -9.71507 24.5461
4482708 9.45217 10.7698 2.40615 1.918 0.844786 -9.71507 24.5461
4482717 9.38261 10.7698 2.34338 1.8525 0.920281 -9.83016 24.3483
4482726 9.33043 10.7698 2.36431 1.84315 0.944337 -9.80725 24.3077
4482736 9.33043 10.7698 2.36431 1.84315 0.944337 -9.80725 24.3077
4482747 9.2087 10.6484 2.34338 1.83379 0.967437 -9.78596 24.0342
4482756 9.2 10.5923 2.35385 1.79637 0.8717 -9.79978 23.9425
4482766 9.2 10.5923 2.35385 1.79637 0.8717 -9.79978 23.9425
4482776 9.21739 10.6857 2.24923 1.82444 1.08806 -9.90298 23.9768
4482786 9.21739 10.6857 2.24923 1.82444 1.08806 -9.90298 23.9768
4482796 9.2087 10.7137 2.27015 1.88993 1.16767 -9.81771 24.0825
4482809 9.22609 10.7137 2.312 1.89928 1.11272 -9.76883 24.1511
4482816 9.22609 10.7137 2.312 1.89928 1.11272 -9.76883 24.1511
4482828 9.12174 10.6857 2.30154 1.95542 1.26521 -9.69304 24.0644
4482838 9.06956 10.6764 2.448 1.918 1.11646 -9.56784 24.1119
4482848 9.06956 10.6764 2.448 1.918 1.11646 -9.56784 24.1119
4482858 9.06087 10.7137 2.35385 1.99285 1.33893 -9.59396 24.1213
4482878 9.02609 10.6016 2.42708 1.95542 1.14941 -9.52421 24.0102
4482888 9.02609 10.7137 2.51077 2.09576 1.30681 -9.32375 24.3464
4482899 9.02609 10.7137 2.51077 2.09576 1.30681 -9.32375 24.3464
4482910 9.02609 10.6577 2.584 2.14254 1.2189 -9.19113 24.4103
4482919 9.05217 10.6857 2.69908 2.19868 1.1499 -9.03577 24.6356
4482930 9.05217 10.6857 2.69908 2.19868 1.1499 -9.03577 24.6356
4482939 9.13043 10.7137 2.72 2.25482 1.12627 -8.98668 24.819
4482949 9.13043 10.7137 2.72 2.25482 1.12627 -8.98668 24.819
4482959 9.15652 10.7791 2.87692 2.31095 1.05143 -8.80516 25.1235
4482970 9.18261 10.8071 2.90831 2.39516 1.0985 -8.70962 25.2932
4482979 9.18261 10.8071 2.90831 2.39516 1.0985 -8.70962 25.2932
4482990 9.22609 10.7885 2.90831 2.40451 1.0449 -8.70702 25.3274
